한글,영어,일어
비결정 침전,amorphous precipitation,
비결정 반도체,amorphous semiconductor,
무정형 반도체,amorphous semiconductor,
비결정 반도체,amorphous semiconductor,
무정형 반도체,amorphous semiconductor,
무정형 실리콘 태양 전지,amorphous silicon solar cell,
비결정 실리콘 태양 전지,amorphous silicon solar cell,
무정형 실리콘 태양 전지,amorphous silicon solar cell,
비결정 실리콘 태양 전지,amorphous silicon solar cell,
감가상각,amortization,
연부상환,amortization,
감가상각,amortization,
연부상환,amortization,
암페어,ampere,
전류 천칭,ampere balance,
암페어 용량,ampere capacity,
암페어 도체수,ampere conductors,
전류법 적정,amperometric titration,
전류측정법,amperometry,
일정전류기,amperostat,
각섬석,amphibole,
양쪽성 화합물,amphipathic compound,
친양쪽성체,amphiphile,
양쪽양성자성의,amphoprotic,
양쪽양성자성,amphoprotic,
양쪽양성자성의,amphoprotic,
양쪽양성자성,amphoprotic,
양쪽성 전해질,amphoteric electrolyte,
양쪽성,amphoterism,
증폭,amplification,
증폭 상수,amplification constant,
증폭 인자,amplification factor,
증폭 반응,amplification reaction,
증폭기,amplifier,
진폭,amplitude,
진폭 특성,amplitude characteristics,
아밀레이스,amylase,
합성대사작용,anabolism,
합성대상,anabolism,
동화대사작용,anabolism,
동화대사,anabolism,
합성대사작용,anabolism,
합성대상,anabolism,
동화대사작용,anabolism,
동화대사,anabolism,
합성대사작용,anabolism,
합성대상,anabolism,
동화대사작용,anabolism,
동화대사,anabolism,
합성대사작용,anabolism,
합성대상,anabolism,
동화대사작용,anabolism,
동화대사,anabolism,
혐기성 분해,anaerobic decomposition,
혐기성 산화,anaerobic oxidation,
혐기성 경로,anaerobic pathway,
무산소 호흡,anaerobic respiration,
애널로그 컴퓨터,analog computer,
애널로그 표시,analog display,
애널로그 표시장치,analog display,
애널로그 표시,analog display,
애널로그 표시장치,analog display,
애널로그 신호,analog signal,
유사체,analogue,
비슷함,analogy,
유사성,analogy,
비슷함,analogy,
유사성,analogy,
분석,analysis,
해석,analysis,
해석학,analysis,
분석,analysis,
해석,analysis,
해석학,analysis,
분석,analysis,
해석,analysis,
해석학,analysis,
분석 기기,analysis instrument,
해석 함수,analytic function,
분석 저울,analytical balance,
분석 천칭,analytical balance,
분석 저울,analytical balance,
분석 천칭,analytical balance,
분석 생화학,analytical biochemistry,
분석 화학,analytical chemistry,
분석 농도,analytical concentration,
분석 곡선,analytical curve,
분석 가스 크로마토그래프법,analytical gas chromatography,
분석용 등급,analytical grade,
분석 분리,analytical separation,
분석기,analyzer,
측정기,analyzer,
해석기,analyzer,
분석기,analyzer,
측정기,analyzer,
해석기,analyzer,
분석기,analyzer,
측정기,analyzer,
해석기,analyzer,
보충대사 반응,anaplerotic reaction,
보급대사 반응,anaplerotic reaction,
보충대사 반응,anaplerotic reaction,
보급대사 반응,anaplerotic reaction,
음이온치환반응,anation,
닻꼴 휘젓개,anchor agitator,
고정 수나사,anchor bolt,
앵커 볼트,anchor bolt,
고정 수나사,anchor bolt,
앵커 볼트,anchor bolt,
닻꼴 젖개,anchor paddle,
고정 촉매,anchored catalyst,
비탄성,anelasticity,
아네모미터,anemometer,
풍속계,anemometer,
아네모미터,anemometer,
풍속계,anemometer,
아네로이드 기압계,aneroid barometer,
아네로이드 유량계,aneroid flowmeter,
안어울림 떨개,anharmonic oscillator,
비조화성,anharmonicity,
안어울림성,anharmonicity,
비조화성,anharmonicity,
안어울림성,anharmonicity,
무수물,anhydride,
무수물 교환,anhydride exchange,
무수 봉사,anhydrous borax,
무수 석고,anhydrous gypsum,
아닐린 검정,aniline black,
아닐린 블L,aniline black,
아닐린 검정,aniline black,
아닐린 블L,aniline black,
아닐린 물감,aniline dye,
아닐린 염료,aniline dye,
아닐린 물감,aniline dye,
아닐린 염료,aniline dye,
아닐린 수지,aniline resin,
동물 군집,animal community,
동물 생태학,animal ecology,
동물 전기,animal electricity,
동물 사회학,animal sociology,
동물 바이러스,animal virus,
음이온,anion,
음이온 교환 수지,anion exchange resin,
음이온 계면활성제,anion surfactant,
음이온성 분해,anionic cleavage,
음이온성 중합반응,anionic polymerization,
음이온 중합,anionic polymerization,
음이온성 중합반응,anionic polymerization,
음이온 중합,anionic polymerization,
음이온성 재배열,anionotropic rearrangement,
비등방성 편극,anisotropic polarization,
비등속 시료 채취,anisotropic sampling,
비등속 채취,anisotropic sampling,
비등속 시료 채취,anisotropic sampling,
비등속 채취,anisotropic sampling,
비등방성 옮김,anisotropic shift,
비등방성,anisotropy,
스루기,annealing,
어닐링,annealing,
열풀림,annealing,
스루기,annealing,
어닐링,annealing,
열풀림,annealing,
스루기,annealing,
어닐링,annealing,
열풀림,annealing,
소멸,annihilation,
없앰,annihilation,
소멸,annihilation,
없앰,annihilation,
소멸 연산자,annihilation operator,
없앰 연산자,annihilation operator,
소멸 연산자,annihilation operator,
없앰 연산자,annihilation operator,
년간 비용,annual cost,
일년생 식물,annual plant,
연금,annuity,
환상 흐름,annular flow,
원환 공간,annular space,
원환 표면,annular surface,
환상 밸브,annular valve,
환상 여닫개,annular valve,
환상 밸브,annular valve,
환상 여닫개,annular valve,
고리화,annulation,
고리화반응,annulation,
고리화,annulation,
고리화반응,annulation,
원환,annulus,
산화적극,anode,
양극,anode,
산화적극,anode,
양극,anode,
양극 회로,anode circuit,
양극 전류,anode current,
양극 검출,anode detection,
양극 효과,anode effect,
양극 저항,anode resistance,
양극 전압,anode voltage,
산화적극 분극,anodic polarization,
양극 분극,anodic polarization,
산화적극 분극,anodic polarization,
양극 분극,anodic polarization,
양극화 보호,anodic protection,
산화전극 벗김 분석,anodic stripping analysis,
양극처리,anodization,
산화처리,anodization,
양극처리,anodization,
산화처리,anodization,
변칙 분산,anomalous dispersion,
변칙 효과,anomalous effect,
변칙 산란,anomalous scattering,
아노머,anomer,
아노머 효과,anomeric effect,
무산소 과정,anoxic process,
고리형 화합물,ansa compound,
안써 화합물,ansa compound,
고리형 화합물,ansa compound,
안써 화합물,ansa compound,
응답 시간,answering time,
반대면 첨가,antarafacial addition,
반대면 첨가반응,antarafacial addition,
반대면 첨가,antarafacial addition,
반대면 첨가반응,antarafacial addition,
반대면 입체화학,antarafacial stereochemistry,
안테나,antenna,
무연탄,anthracite,
활제,antiadditive,
반방향족성 고리,antiaromatic ring,
반방향족성,antiaromaticity,
항생 활성,antibiotic activity,
항생 활성도,antibiotic activity,
항생 활성,antibiotic activity,
항생 활성도,antibiotic activity,
항생물질,antibiotics,
항생제,antibiotics,
항생물질,antibiotics,
항생제,antibiotics,
항체,antibody,
반결합성 분자 궤도함수,antibonding molecular orbital,
튐막이 막대,antibump rod,
대음극,anticathode,
반대음극,anticathode,
대음극,anticathode,
반대음극,anticathode,
예상 제어,anticipatory control,
반시계방향,anticlockwise,
앤티코돈,anticodon,
역코돈,anticodon,
앤티코돈,anticodon,
역코돈,anticodon,
방식제,anticorrosive,
방청제,anticorrosive,
방식제,anticorrosive,
방청제,anticorrosive,
방청 페인트,anticorrosive paint,
노킹억제 연료,antidetonation fuel,
제폭제,antidetonator,
반강자성 짝지움,antiferromagnetic coupling,
반강자성,antiferromagnetism,
반형석 구조,antifluorite structure,
거품억제제,antifoam,
소포제,antifoam,
거품억제제,antifoam,
소포제,antifoam,
부동액,antifreeze,
소동 소화전,antifreezing hydrant,
항원,antigen,
노킹억제 화합물,antiknock compund,
노킹억제 연료,antiknock fuel,
노킹억제,antiknocking,
거울상이성질체,antimer,
대사억제물질,antimetabolite,
항대사물질,antimetabolite,
대사억제물질,antimetabolite,
항대사물질,antimetabolite,
항균 작용,antimicrobial action,
항미생물 작용,antimicrobial action,
항균 작용,antimicrobial action,
항미생물 작용,antimicrobial action,
안티몬산염,antimonate,
안티몬화물,antimonide,
아안티몬산염,antimonite,
반중성입자,antineutrino,
반핵 운동,antinuclear movement,
항산화제,antioxidant,
산화방지제,antioxidant,
항산화제,antioxidant,
산화방지제,antioxidant,
오존화방지지제,antiozonant,
역평행 극성,antiparalled polarity,
안티준평면,antiperiplane,
거울상이성질체,antipode,
안티프뤼즘,antiprism,
항억제인자,antirepressor,
방부제,antiseptic,
항혈청,antiserum,
역용제,antisolvent,
역용매,antisolvent,
역용제,antisolvent,
역용매,antisolvent,
팽윤방지,antiswelling,
반대칭,antisymmetry,
반대칭 원리,antisymmetry principle,
반대칭성 원리,antisymmetry principle,
반대칭 원리,antisymmetry principle,
반대칭성 원리,antisymmetry principle,
항종결 인자,antitermination factor,
비주기 감쇠,aperiodic damping,
직시 검류계,aperiodic galvanometer,
개구,aperture,
구멍,aperture,
개구,aperture,
구멍,aperture,
정점,apex,
결손활성인자,apoactivator,
주활성인자,apoactivator,
결손활성인자,apoactivator,
주활성인자,apoactivator,
결손효소,apoenzyme,
아포효소,apoenzyme,
주효소,apoenzyme,
결손효소,apoenzyme,
아포효소,apoenzyme,
주효소,apoenzyme,
결손효소,apoenzyme,
아포효소,apoenzyme,
주효소,apoenzyme,
결손단백질,apoprotein,
주단백질,apoprotein,
결손단백질,apoprotein,
주단백질,apoprotein,
주억제제,aporepressor,
장치,apparatus,
겉보기 활성화 에너지,apparent activation energy,
겉보기 밀도,apparent density,
겉보기 원자 핵간 거리,apparent internuclear distance,
겉보기 핵간 거리,apparent internuclear distance,
겉보기 원자 핵간 거리,apparent internuclear distance,
겉보기 핵간 거리,apparent internuclear distance,
겉보기 전력,apparent power,
겉보기 반응 차수,apparent reaction order,
겉보기 온도 강하,apparent temperature drop,
겉보기 온도 내림,apparent temperature drop,
겉보기 온도 강하,apparent temperature drop,
겉보기 온도 내림,apparent temperature drop,
겉보기 점도,apparent viscosity,
출현 에너지 분광측정법,appearance energy spectrometry,
출현 전위,appearance potential,
응용 생태학,applied ecology,
응용 탄성학,applied elasticity,
근사 분석,approximate analysis,
근사 해석,approximate analysis,
근사 분석,approximate analysis,
근사 해석,approximate analysis,
근사,approximation,
근사법,approximation,
근사,approximation,
근사법,approximation,
근사,approximation technique,
에이프론 콘베이어,apron conveyer,
에이프론 공급기,apron feeder,
비양성자성 용매,aprotic solvent,
아쿠아 화합물,aqua-compound,
수생 대형식물,aquatic macrophyte,
수생 생물,aquatic organism,
수생 식물,aquatic plant,
수화,aquation,
아쿠아화,aquation,
아쿠아화 반응,aquation,
수화,aquation,
아쿠아화,aquation,
아쿠아화 반응,aquation,
수화,aquation,
아쿠아화,aquation,
아쿠아화 반응,aquation,
수용성 전자,aqueous electron,
대수층,aquifer,
함수층,aquifer,
대수층,aquifer,
함수층,aquifer,
아쿠아 양이온,aquo-cation,
아크,arc,
호,arc,
아크,arc,
호,arc,
아크 방전,arc discharge,
아크 가열,arc heating,
아크 공정,arc process,
아크 저항,arc resistance,
아크 용접,arc welding,
넓이,area,
면적,area,
넓이,area,
면적,area,
면적 기준 분포,area base distribution,
면적 이용 계수,area utilization coefficient,
아비산염,aresnite,
은적정,argentometry,
은적정법,argentometry,
은적정,argentometry,
은적정법,argentometry,
아규먼트,argument,
인수,argument,
편각,argument,
아규먼트,argument,
인수,argument,
편각,argument,
아규먼트,argument,
인수,argument,
편각,argument,
산술 평균,arithmetic mean,
전기자,armature,
접근자,armature,
전기자,armature,
접근자,armature,
방향족 화합물,aromatic compound,
방향족성 이전자계,aromatic duet,
방향족 이전자계,aromatic duet,
방향족성 이전자계,aromatic duet,
방향족 이전자계,aromatic duet,
방향족 탄화수소,aromatic hydrocabon,
방향족 육전자계,aromatic sextet,
방향족성 육전자계,aromatic sextet,
방향족 육전자계,aromatic sextet,
방향족성 육전자계,aromatic sextet,
방향족 용매,aromatic solvent,
방향족성,aromaticity,
방향족화합물,aromatics,
방향족화반응,aromatization,
방향족화,aromatization,
방향족화반응,aromatization,
방향족화,aromatization,
배열,arrangement,
배치,arrangement,
배열,arrangement,
배치,arrangement,
