한글,영어,일어
아스팔트 플랜트,asphalt plant,アスファルトプラント(アスファルトプラント)
비구면 렌즈,aspherical lens,
아스피레이팅 에어 파이프,aspirating air pipe,
아스피레이터,aspirator,
어세이,assay,試金法(シキンホウ)
어셈블러,assembler,アセンブラ(アセンブラ)
어셈블러 언어,assembler language,
어셈블링,assembling,
조립도,assembling drawing,
조립 지그,assembling jig,
조립 공장,assembling plant,
조립 공장,assembling shop,
조립,assembly,組立(クミタテ)
어셈블리 센터,assembly center,
조립 보,assembly drawing,
조립도,assembly drawing,
조립 보,assembly drawing,
조립도,assembly drawing,
유동 작업,assembly line,組立ライン(クミタテライン)
일관 작업,assembly line,組立ライン(クミタテライン)
유동 작업,assembly line,組立ライン(クミタテライン)
일관 작업,assembly line,組立ライン(クミタテライン)
후진,astern,
후진 출력,astern output,
후진 동력,astern power,
후진단,astern stage,
후진 터빈,astern turbine,
천체 망원경,astronomical telescope,天?望遠鏡(テンタイボウエンキョウ)
비대칭,asymmetry,
내후성 강,atmosphere corrosion resisting steel,
대기식 응축기,atmospheric condenser,
대기 확산,atmospheric diffusion,
대기 방출관,atmospheric escape pipe,
대기 폭로 시험,atmospheric exposure,
대기압,atmospheric pressure,??(キアツ)
양수 펌프,atmospheric pump,
원자,atom,原子(ゲンシ)
원자 물리학,atom physics,
원자력 보일러,atomic boiler,
원자 시계,atomic clock,原子時計(ゲンシドケイ)
원자 에너지,atomic energy,
원자력,atomic energy,
원자 에너지,atomic energy,
원자력,atomic energy,
원자 연료,atomic fuel,
원자열,atomic heat,
원자 수소 용접,atomic hydrogen welding,
원자핵,atomic nucleus,原子核(ゲンシカク)
원자 번호,atomic number,原子番?(ゲンシバンゴウ)
원자로,atomic pile,
파일,atomic pile,
원자로,atomic pile,
파일,atomic pile,
원자량,atomic weight,原子量(ゲンシリョウ)
무화,atomization,
분무화,atomization,
무화,atomization,
분무화,atomization,
분무기,atomizer,
분무분,atomizing powder,
애터 마이즈 분말,atomizing powder,
분무분,atomizing powder,
애터 마이즈 분말,atomizing powder,
부속 장치,attachment,
어태치먼트 플러그,attachment plug,
과열 저감기,attemperator,
감쇠,attenuation,
자세,attitude,
인력,attraction,
오디오,audio,
"가청 진동수, 가청 주파수",audio frequency,
나사 송곳,auger,オ?ガ(オ?ガ)
오거,auger,オ?ガ(オ?ガ)
나사 송곳,auger,オ?ガ(オ?ガ)
오거,auger,オ?ガ(オ?ガ)
오거 드릴,auger drill,
오스에이징,ausageing,
단조 경화,ausforging,
단조 담금질,ausforging,
단조 경화,ausforging,
단조 담금질,ausforging,
오스폼드강,ausformed steel,
오스포밍,ausforming,オ?スフォ?ミング(オ?スフォ?ミング)
오스템퍼링,austempering,オ?ステンパ(オ?ステンパ)
오스테나이트,austenite,オ?ステナイト(オ?ステナイト)
인가 압력,authorized pressure,
오토 리프트,auto lift,
오토바이,autobicycle,
오토클레이브,autoclave,オ?トクレ?ブ(オ?トクレ?ブ)
오토콜리미터,autocollimeter,
오토프레타즈,autofrettage,
가스 용접,autogenous welding,
자동 일괄 생산 시스템,automated batch manufacturing system,
자동 창고 시스템,automated storage and retrieval system,
오토매틱,automatic,
자동식,automatic,
자동의,automatic,
자동적,automatic,
오토매틱,automatic,
자동식,automatic,
자동의,automatic,
자동적,automatic,
오토매틱,automatic,
자동식,automatic,
자동의,automatic,
자동적,automatic,
오토매틱,automatic,
자동식,automatic,
자동의,automatic,
자동적,automatic,
자동 아크 용접,automatic arc welding,
보일러 자동 제어 장치,automatic boiler control system,
자동 센터 펀치,automatic center punch,
자동 펀치,automatic center punch,
자동 센터 펀치,automatic center punch,
자동 펀치,automatic center punch,
자동 클러치,automatic clutch,
자동 연소 제어,automatic combustion control,
자동 연소 제어,automatic combustion control system,
자동 제어,automatic control,自動制御(ジドウセイギョ)
"자동 제어계, 자동 제어 시스템",automatic control system,
자동 조절계,automatic controller,
자동 제어,automatic controlling,
자동 연결기,automatic coupler,
자동 연결기,automatic coupling,
자동 제도 기계,automatic drafting machine,
자동 급수 조정기,automatic feed water regulator,
자동 가스 절단기,automatic gas cutter,
자동 가스 절단기,automatic gas cutting machine,
자동 판 두께 제어,automatic gauge control,
자동 선반,automatic lathe,自動旋盤(ジドウセンバン)
자동 밀링 머신,automatic milling machine,
자동 노즐,automatic nozzle,
자동 프로그래밍,automatic programming,自動プログラミング(ジドウプログラミング)
자동 조정기,automatic regulator,
자동 스크레이퍼,automatic scraper,
자동 나사 절삭기,automatic screw machine,
자동 판매기,automatic selling-machine,
자동 정척 장치,automatic sizing machine,
자동 치수 장치,automatic sizing machine,
자동 정척 장치,automatic sizing machine,
자동 치수 장치,automatic sizing machine,
자동 선별,automatic sorting,
자동 속도 제어,automatic speed control,
자동 공구 교환 장치,automatic tool changer,
열차 속도 제어,automatic train control,
열차 자동 운전,automatic train operation,
자동 열차 정지,automatic train stop,
자동 열차 정지 장치,automatic train stopper,
자동 변속기,automatic transmission,自動?速?置(ジドウヘンソクソウチ)
자동 저울,automatic weighing machine,
자동 용접,automatic welding,自動溶接(ジドウヨウセツ)
자동 용접기,automatic welding machine,自動溶接機(ジドウヨウセツキ)
아프트,automatically programmed tools,
자동화,automation,自動化(ジドウカ)
자동차,automobile,自動車(ジドウシャ)
자동차 엔진,automobile engine,
자동차 성능 선도,automobile performance diagram,
방사선 자동 사진법,autoradiography,オ?トラジオグラフィ?(オ?トラジオグラフィ?)
오토라디오그래피,autoradiography,オ?トラジオグラフィ?(オ?トラジオグラフィ?)
방사선 자동 사진법,autoradiography,オ?トラジオグラフィ?(オ?トラジオグラフィ?)
오토라디오그래피,autoradiography,オ?トラジオグラフィ?(オ?トラジオグラフィ?)
단권 변압기,autotransformer,????器(タンマキヘンアツキ)
보조 공기 탱크,auxiliary air reservoir,
보조 보일러,auxiliary boiler,
보조 브레이크,auxiliary brake,
보조 연결 막대,auxiliary connecting rod,
부연접봉,auxiliary connecting rod,
보조 연결 막대,auxiliary connecting rod,
부연접봉,auxiliary connecting rod,
보조 기관,auxiliary engine,
보조 기계,auxiliary machinery,
보기,auxiliary machinery,
보조 기계,auxiliary machinery,
보기,auxiliary machinery,
보조 동력 장치,auxiliary power unit,
보조 투영,auxiliary projection,
보조 투영도,auxiliary projection drawing,
보조 펌프,auxiliary pump,
보조 밸브,auxiliary valve,
"가동성, 가용성",availability,アベイラビリティ(アベイラビリティ)
유효 에너지,available energy,有?エネルギ?(ユウコウエネルギ?)
유효 낙차,available head,
유효 낙차,available heat,
평균,average,
평균 열팽창 계수,average coefficient of thermal expansion,
평균값,average value,
항공 가솔린,aviation gasoline,航空ガソリン(コウクウガソリン)
아보가드로의 법칙,Avogadro's law,
액셜,axial,
"축류 송풍기, 액시얼 송풍기",axial blower,
축류 압축기,axial compressor,
"축류 압축기, 액시얼 압축기",axial compressor,
축류 압축기,axial compressor,
"축류 압축기, 액시얼 압축기",axial compressor,
축 방향력,axial force,軸力(ジクリョク)
축력,axial force,軸力(ジクリョク)
축 방향력,axial force,軸力(ジクリョク)
축력,axial force,軸力(ジクリョク)
축 방향 하중,axial load,軸方向荷重(ジクホウコウカジュウ)
출력 밀도,axial load,軸方向荷重(ジクホウコウカジュウ)
축 방향 하중,axial load,軸方向荷重(ジクホウコウカジュウ)
출력 밀도,axial load,軸方向荷重(ジクホウコウカジュウ)
액셜 피스톤 펌프,axial piston pump,
액셜 플런지 펌프,axial plunger pump,
축응력,axial stress,軸方向?力(ジクホウコウオウリョク)
"액시얼 스러스트, 축방향 추력",axial thrust,軸推力(ジクスイリョク)
축방향 속도,axial velocity,
축류,axial-flow,
축류 송풍기,axial-flow blower,
축류 압축기,axial-flow compressor,
액시얼 압축기,axial-flow compressor,
축류 압축기,axial-flow compressor,
액시얼 압축기,axial-flow compressor,
축류 충동 터빈,axial-flow impuls turbine,
축류 펌프,axial-flow pump,
축류 반동 터빈,axial-flow reaction turbine,
축류 터빈,axial-flow turbine,
축,axis,
용접축,axis of a weld,
회전축,axis of rotation,
대칭축,axis of symmetry,
용접축,axis of weld,
차축,axle,車軸(シャジク)
차축 선반,axle lathe,
차축 하중,axle load,
차축,axle shaft,
차축 스피링,axle spring,
부등각 투영도,axonometrical drawing,
Aο 변대,Aο transformation,
b 점점,b connection,
b 선,b rays,
배빗 메탈,Babbit metal,
배빗 메탈,babbitt metal,
배브콕 보일러,Babcock and Wilcox boiler,
소형 전로,baby Bessemer converter,
뒷면각,back angle,
밑면 따내기,back chipping,
뒷면 원뿔,back cone,
역화,back fire,逆火(ギャッカ)
백 파이어,back fire,逆火(ギャッカ)
역화,back fire,逆火(ギャッカ)
백 파이어,back fire,逆火(ギャッカ)
백 게이지,back gauge,
백 기어,back gear,
암소음,back ground noise,
백 호,back hoe,
배압,back pressure,
배압 터빈,back pressure turbine,
백 릴리프,back relief,
백 스톱 클러치,back stop clutch,
백 테이퍼,back taper,
백 업 링,back up ring,
백 업 롤,back up roll,
역화,backfire,
암소음,background noise,
후진 용접,backhand welding,
뒤붙임,backing,
받침고리,backing ring,
받침쇠,backing strip,
릴리빙 선반,backing-off lathe,
백래시,backlash,バックラッシ(バックラッシ)
백스텝 용접,backstep welding,
후퇴 용접,backstep welding,
백스텝 용접,backstep welding,
후퇴 용접,backstep welding,
배면 조합 베어링,back-to-back duplex bearing,
뒷굽음 깃,backward curved vane,
귀환 행정,backward stroke,
후방 날개,backward[curved] vane,
배플,baffle,
조정,baffle board,
차폐판,baffle board,
배플 보드,baffle board,
조정,baffle board,
차폐판,baffle board,
배플 보드,baffle board,
조정,baffle board,
차폐판,baffle board,
배플 보드,baffle board,
배플판,baffle plate,
백 필터,bag filter,バッグろ過器(バッグロカキ)
포대 거르개,bag filter,バッグろ過器(バッグロカキ)
백 필터,bag filter,バッグろ過器(バッグロカキ)
포대 거르개,bag filter,バッグろ過器(バッグロカキ)
백 몰딩,bag molding,
백 성형,bag molding,
백 몰딩,bag molding,
백 성형,bag molding,
짐차,baggage car,
반 메탈,bahn metal,
베일리 수관벽,Bailey wall,
베이나이트,bainite,ベイナイト(ベイナイト)
베이클라이트,bakelite,
베이킹,baking,ベ?キング(ベ?キング)
베이킹 도료,baking enamel,
천칭,balance,釣合(ツリアイ)
평형,balance,釣合(ツリアイ)
저울,balance,釣合(ツリアイ)
균형,balance,釣合(ツリアイ)
천칭,balance,釣合(ツリアイ)
평형,balance,釣合(ツリアイ)
저울,balance,釣合(ツリアイ)
균형,balance,釣合(ツリアイ)
천칭,balance,釣合(ツリアイ)
평형,balance,釣合(ツリアイ)
저울,balance,釣合(ツリアイ)
균형,balance,釣合(ツリアイ)
천칭,balance,釣合(ツリアイ)
평형,balance,釣合(ツリアイ)
저울,balance,釣合(ツリアイ)
균형,balance,釣合(ツリアイ)
저울식 동력계,balance dynamometer,
균형 피스톤,balance piston,
균형의 양부,balance quality,
평형 시험,balance test,釣合試?(ツリアイシケン)
균형추,balance weight,
평형추,balance weight,
균형추,balance weight,
평형추,balance weight,
균형 통풍,balanced draft,
평형키,balanced rudder,
평형 장치,balancer,
균형,balancing,
평형,balancing,
균형,balancing,
평형,balancing,
균형판,balancing disc,
밸런싱 디스크,balancing disc,
균형판,balancing disc,
밸런싱 디스크,balancing disc,
밸런싱 디스크,balancing disk,
균형판,balancing disk,
밸런싱 디스크,balancing disk,
균형판,balancing disk,
균형 구멍,balancing hole,
날개차의 균형 구멍,balancing hole of impeller,
"밸런싱 머신, 평형 시험기, 평형 기계",balancing machine,
균형 피스톤,balancing piston,
평형 피스톤,balancing piston,
균형 피스톤,balancing piston,
평형 피스톤,balancing piston,
균형 시험,balancing test,
평형 시험,balancing test,
균형 시험,balancing test,
평형 시험,balancing test,
발라타 고무 벨트,balata belt,
포장 화물,bale cargo,
볼,ball,
볼 베어링,ball bearing,玉軸受(タマジクウケ)
볼 베어링 강,ball bearing steel,
볼 체크 밸브,ball check valve,
"볼 조인트 이음, 볼 조인트",ball joint,
볼 밀,ball mill,ボ?ルミル(ボ?ルミル)
둥근 머리 해머,ball peen hammer,
볼 레이스,ball race,
볼 나사,ball thread,
볼 밸브,ball valve,
구름 베어링,ball-and-roller bearing,
볼 이음,ball-and-socket joint,
볼-소켓 연결,ball-and-socket joint,
볼 이음,ball-and-socket joint,
볼-소켓 연결,ball-and-socket joint,
밸러스트,ballast,
밸러스트 펌프,ballast pump,
밸러스트 탱크,ballast tank,バラストタンク(バラストタンク)
