한글,영어,일어
강(腔),cavity,腔
충영(蟲 ),cecidium,こぶ (えいりゅう@瘤@)
맹장,cecum,→ caecum/⑴ 盲腸 ⑵ 盲囊
복강동맥,celiac artery,腹腔動脈
세포기관,cell organ,細胞器官
세포공학,cell technology,細胞工學
세포성 점균류,cellular slime molds,細胞性粘菌類
"시멘트, 접착제",cement,セメント質
시멘트샘,cement gland,セメント腺
시멘트층,cement layer,セメント層
"집합종, 공동종",cenospecies,集合《共同》種
@신생대,Cenozoic Era,新生代
중심관,central canal,中心管
중심낭,central capsule,中心囊
중앙분열조직,central meristem,中央分裂組織
중앙모세포군,central mother cells,中央母細胞群
중추신경계,central nervous system,中樞神經系
중심결절,central nodule,中心結節
중심속(中心束),central strand,中心束
중앙대,central zone,中央帶
"원심꽃차례, 원심화서",centrifugal inflorescence,遠心花序
원심물관부,centrifugal xylem,速心木部
원심분리기,centrifuge,遠心機
중심형질,centroplasm,中心質
세팔린,cephalin,ケファリン
두화(頭化),cephalization,⑴ 頭 化 ⑵ 腦形成
두흉부(頭胸部),cephalothorax,⑴ 頭胸部 ⑵ 頭胸甲
세라미드,ceramide,セラミド
각새절(角 節),ceratobranchial,角?節((骨))
세라토히알,ceratohyal,角舌骨
"세르카리아, 유미유충",cercaria,セルカリア([有]尾[幼]蟲)
"미모(尾毛), 미엽(尾葉)",cercus,⑴ 尾角 ⑵ 尾毛 ⑶ 尾葉
소뇌,cerebellum,小腦
대뇌수도,cerebral aqueduct,中腦水道
대뇌피질,cerebral cortex,大腦皮質
대뇌신경,cerebral nerve,腦神經
대뇌기관,cerebral organ,大腦器官
대뇌각(大腦脚),cerebral peduncle,大腦脚
세레브로시드,cerebroside,セレブロシド
대뇌,cerebrum,大腦
귀지샘,ceruminous gland,耳道腺
경신경,cervical nerve,頸神經
"목등뼈, 경추골",cervical vertebra,頸つい*椎*
극모,chaeta,剛毛
극모상(棘毛相),chaetotaxy,毛序(剛毛式)
합점수정,chalazogamy,合點受精
칼콘,chalcone,カルコン
칼론,chalone,カロ－ン(キャロン)
실,chamber,室
지중해성 관목지대,chaparral,チャパラル
형질상태,character state,形質狀態
표징종,characteristic species,標徵種
"종이질, 지질",chartaceous,紙質--形
암극식물(岩隙植物),chasmophyte,岩げき@隙@植物
집게(鋏),chela,はさみ
"협각(鋏角), 집게발",chelicera,⑴ きょう*鋏* 角 ⑵ きょうがく*鋏顎*
화학적발암,chemical carcinogenesis,化學發かん
화학적소화,chemical digestion,化學的消化
화학생태학,chemical ecology,化學生態學
화학적 매개체,chemical mediator,化學的メデイエ－タ-
화학적감각,chemical sense,化學感覺
화학적 시납스,chemical synapse,化學シナプス
화학적 전달,chemical transmission,化學[的]傳達
transduction,chemiosmotic energy,/화학삼투에너지전환/
화학 삼투설,chemiosmotic hypothesis,化學浸透說
화학삼투설,chemiosmotic theory,化學浸透脫
화학독립영양체,chemoautotroph,イビ學合成獨立榮養生物
화학종속영양체,chemoheterotroph,化學合成從屬榮養生物
화학무기영양체,chemolithotroph,化學合成無機榮養生物
화학유기영양체,chemoorganotroph,化學合成有機榮養生物
화학적감응,chemoreception,化學受容
화학합성,chemosynthesis,化學合成
화학합성영양체,chemotroph,化學合成生物
흑색토양,chernozem,黑土
황지식물(荒地植物),chersophyte,荒地植物
밤색토양,chestnut soil,くり色土
"키메라, 은상어",chimaera,キメラ
중국산햄스터,Chinese hamster,チャイニ－ズハムスタ－
키틴질물질,chitinous substance,キチン質
유화피화,chlamydeous flower,有花被花
후막낭(厚膜囊),chlamydocyst,厚壁囊
후막포자,chlamydospore,厚壁胞子
클로로비움 클로로필,chlorobium chlorophyll,クロロビウムクロロフィル
클로로크루오린,chlorocruorin,クロロクルオリン
클로로젠산,chlorogenic acid,クロロゲン酸
녹사체(綠絲體),chloronema,クロロネマ【コケの】
엽록소법,chlorophyll method,クロロフィル法
엽록체 색소,chloroplast pigment,葉綠體色素
"금세포, 깃세포",choanocyte,襟細胞
담관종,cholangioma,膽管しゅ*腫*
콜레칼시페롤,cholecalciferol,コレカルシフエロ－ル
콜레시스토키닌,cholecystokinin,コレシストキニン
콜산,cholic acid,コ－ル酸
연골화,chondrification,軟骨化
연골소,chondrin,軟骨質
콘드리오메아,chondriomere,コンドリオメア
연골모세포,chondroblast,軟骨芽細胞
연골성두개골,chondrocranium,軟骨性頭がい*蓋*
연골형성,chondrogenesis,軟骨形成
콘드로이틴,chondroitin,コンドロイチン
"삭, 신경",chorda,脊索
현음기관,chordotonal organ,弦音器官
융모막성생식선자극호르몬,chorionic gonadotropin,柔毛膜性生殖腺刺激ホルモン
맥락막,choroid,脈絡膜
맥락총(脈絡叢),choroid plexus,脈絡集網
크롬친화세포,chromaffin cell,クロム親和[性]細胞
크롬친화조직,chromaffin tissue,クロム親和[性]組織
색소원세포,chromoblast,色素芽細胞
염색체 중심립,chromocentre,染色中心
색소 생산(성),chromogenic,色素生成--形
황색식물,chromophytes,有色植物類
색소단백질,chromoprotein,色素タンパク質
염색체절단,chromosome fragmentation,染色體切斷
"크로낙시, 시치(時値)",chronaxie,時値
연대경사,chronocline,時間勾配
번데기,chrysalis,さなぎ(?)
"암죽, 유미(乳 )",chyle,乳 び
유미위,chyle stomach,乳び胃
유미입자,chylomicron,乳び指粒
키모신,chymosin,キモシン
모양체,ciliary body,毛樣體
모양체신경절,ciliary ganglion,毛樣體神經節
섬모운동,ciliary movement,纖毛運動
모양체근,ciliary muscle,毛樣筋
섬모상피,ciliated epithelium,纖毛上皮
신남산,cinnamic acid,ケイ皮酸
원편광이색성,circular dichroism,円編光二色性
환상근,circular muscle,環狀筋(輪走筋)
순환계,circulatory system,循環系
회선운동(回旋運動),circumnutation,回旋運動
주극식물,circumpolar plant,周極植物
포주열개(胞周裂開),circumscissidal dehiscence,胞周裂開
"음경, 극모",cirrus,⑴ きょく*棘*毛 ⑵ 陰莖
시트르산,citric acid,クエン酸
시트르산 발효,citric acid fermentation,クエン酸發酵
"클라드, 단계통군",clade,⑴ 分 岐 ⑵ 分岐群(クレ－ド)
"넓적 줄기, 편경",cladodium,偏莖
"기각(?脚), 파악기",clasper,把握器
전장(前障),claustrum,前障
쇄골(鎖骨),clavicle,鎖 骨
중열,cleft,中裂--形
폐쇄화,cleistogamous flower,閉鎖花
의쇄골(擬鎖骨),cleithrum,擬鎖骨
전환기의,climacteric,クリマクテリック
덩굴뿌리,climbing root,よじのぼり根
덩굴줄기,climbing stem,よじのぼり莖
약상(葯床),clinandrium,ずい住【ランの】 (やく《葯》)
환대,clitellum,環 帶
음핵,clitoris,陰 核
총배설강,cloaca,總排出腔
폐쇄순환계,closed circulatory system,開鎖循環系
폐쇄맥계,closed venation,閉鎖脈系
운무대,cloud belt,雲霧帶
운무림,cloud forest,雲霧林
"곤봉체, 곤봉 모양의",club,⑴ 球かん*桿* ⑵ 觸腕擧部
악판(顎板),clypeus,⑴ 頭 盾 ⑵ 額 片
자포,cnida,刺 胞
"자세포, 자포",cnidoblast,刺細胞
"자모(刺毛), 자침(刺針)",cnidocil,刺細胞突起
자포낭(刺胞囊),cnidosac,刺胞囊
응집혈구,coagulocyte,凝血細胞
"합착, 유합",coalescence,合着 (癒合)
합착심피,coalescent carpel,合着心皮
"합착씨방, 합착자방",coalescent ovary,合着子房
해안황원,coastal desert,海岸荒原
코카인,cocaine,コカイン
코콜리드,coccolith,円石
원석조류(圓石藻類),coccolithophorid,円石藻
미신경,coccygeal nerve,尾骨神經
와우각관,cochlear duct,うずまき細管
와우각신경,cochlear nerve,うずまき管神經
고치,cocoon,⑴ 繭 ⑵ 卵 囊
코데인,codeine,コデイン
"공동우점종, 공동우성",codominant,共優性 -- 形
강장,coelenteron,腔 腸
유강낭배(有腔囊胚),coelogastrula,有腔原腸胚
체강류,coelomate,有體腔 -- 形/體腔動物
체강상피,coelomic epithelium,體腔上皮
체강소체(體腔小體),coelomocyte,體腔球
체강관,coelomoduct,體腔輪管
공육체(괴),coenenchyme,共肉[體]
공육(共肉),coenosarc,共 肉
응집력설,cohesion theory,凝集力說
한랭 항체,cold antibody,寒冷抗體
한랭사막,cold desert,寒地荒原
냉수용기,cold receptor,冷受容器
냉점,cold spot,冷 点
대장균류,coliform bacteria,コリフォ－ム細菌
교원질병,collagen disease,こう*膠*原病
콜라겐 가수분해효소,collagenase,コラゲナ－ゼ
교원섬유,collagenous fiber,こう*膠*原纖維(コラ－ゲン纖維)
깃,collar,襟
깃세포,collar cell,襟細胞
"부측, 측생",collateral,側 枝
"수집관, 집합관",collecting tubule,集合細管
후각조직,collenchyma,厚角組織
교질 삼투압,colloid osmotic pressure,コロイド浸透壓
결장,colon,給 腸
색각,color sense,色感覺
색시각,color vision,色 覺
초유,colostrum,初 乳
혀꼴돌기,colulus,中いぼ
"기둥, 주, 꽃술대",column,ずい柱
"빗, 볏, 벌집",comb,⑴ くし *櫛* ⑵ とさか(肉 冠) ⑶ 巢 板
"조합, 복합, 배합",combination,組合せ【學名の】
통신,communication,コミュニケ－ンョン(交 信)
비교해부학,comparative anatomy,比較解剖學
비교 생화학,comparative biochemistry,比較生化學
비교 발생학,comparative embryology,比較發生學
비교 형태학,comparative morphology,比較形態學
나침반,compass,二枝骨
나침반식물,compass plant,コンパス植物
경쟁적치환,competitive displacement,競爭的置換
경쟁적배제,competitive exclusion,競爭的排除
상보적 염기순서,complementary base sequence,相補的　基配列順序
진충세포(塡充細胞),complementary cell,添充細胞
갖춘꽃,complete flower,完全花
완전 탈바꿈,complete metamorphosis,完全變態
완전 강축,complete tetanus,完全强縮
복합 세포,complex cell,複雜型細胞
복합형질,compound character,複合形質
겹눈,compound eye,複 眼
복총상화서,compound raceme,後總狀花序
압축재(壓縮材),compression wood,壓縮あて材
이감염성 숙주,compromised host,日和見宿主
집합신경계,concentrated nervous system,集中神經系
포위관다발,concentric vascular bundle,包圍維管束
생식기집,conceptacle,生殖器巢
갑개(甲介),concha,甲 介
콘치올린,conchiolin,コンキオリン
"축전기, 응축기, 집광기",condenser,集光器
축합효소,condensing enzyme,縮合酵素
조건 반사,conditioned reflex,條件反射
전도,conduction,傳 導
통도조직,conductive tissue,通道組織
"전도기, 전도체",conductor,傳導體
관절구(關節丘),condyle,關節丘
신뢰구간,confidence interval,信賴區間
선천성합착,congenital fusion,先天的合着
침엽수림,coniferous forest,針葉樹林
침엽수림대,coniferous forest zone,針葉樹林帶
코니페릴 알코올,coniferyl alcohol,コニフェリルアルコ－ル
"접합체, 복합된",conjugate,⑴ 接合體 ⑵ 結合體 ⑶ 抱合體
접합관,conjugation tube,接合管
결막,conjunctiva,結膜
약격(葯隔),connectivum,やく@葯@隔
코넥신,connexin,コネクシン
원추인대,conoid,円錐小體
보존적 복제,conservative replication,保存的複製
항존도,constancy,恒存度
항존종,constant species,恒存種
접촉,contact,接觸
접촉성 피부염,contact dermatitis,接觸皮膚炎
접촉 수용기,contact receptor,接觸受容器
"회선상(回旋狀), 뒤틀린",contorted,回旋狀--形
겉깃털,contour feather,正 羽(おおばね)
수축근,contractile root,收縮根
수축성,contractility,收縮性
경축(痙縮),contracture,拘 縮
동맥원추(動脈圓錐),conus arteriosus,動脈円錐
"전환, 전이, 변환",conversion,[遺傳子]變換 コンビビウム【遺傳子交換可能個體群】
쿰스 검사,Coombs' test,ク－ムスのテスト
동조적 효소합성,coordinated enzyme synthesis,協調酵素合成
분석(糞石),coprolite,ふん*糞*石
식분증(食糞症),coprophagy,ふん*糞*食性
"접합절, 결합절",copula,結合節
장모유생(長毛幼生),coracidium,コラシジウム (有纖蟲)
오훼골,coracoid bone,う*鳥*口骨
오훼골돌기(烏喙骨突起),coracoid process,う*鳥*口突起
산호초군집,coral reef community,さんご礁群集
코르크,cork,コルク
코르크 형성층,cork cambium,コルク形成層
코르크세포,cork cell,コルク細胞
코르크층,cork layer,コルク層
각막렌즈,corneal lens,角膜レンズ
화관,corolla,花冠
화관열편,corolla lobe,花冠裂片
화관통,corolla tube,花冠筒部
관상동맥,coronary artery,冠狀動脈
관상정맥,coronary vein,冠狀靜脈
사구체(四丘體),corpora quadrigemina,四丘體
백체(白體),corpus albicans,白 體
뇌량(腦梁),corpus callosum,腦りょう*梁*
측심체,corpus cardiacum,側心體
해면체,corpus cavernosum,海綿體
줄무늬체,corpus striatum,線條體
"소체, 미립자",corpuscle,小 體
상관계수,correlation coefficient,相關係數
피층관다발,cortical bundle,皮層維管束 (皮層走條)
피층세포질,cortical cytoplasm,皮質細胞質
피층반응,cortical reaction,表層反應
코르티코이드,corticoid,コルチコイド
코르티코스테로이드,corticosteroid,コルチコステロイド
코르틴,cortin,コルチン
코르티졸,cortisol,コルチゾル
코르티손,cortisone,コルチゾル
산방꽃차례,corymb,散房花序
산추화서( 錐∼),corymbothyrsus,徹錐花序
"떡잎, 자엽",cotyledon,子葉
쿠마린,coumarin,クマリン
구애행동,courtship,求 愛
밑마디,coxa,⑴ 基 節 ⑵ 底 節 ⑶ 寬 骨
밑마디판,coxite,陰貝片基板
원밑마디,coxopodite,⑴ 基 節 ⑵ 底 節
뇌수용력,cranial capacity,頭がい*蓋*容量
뇌신경,cranial nerve,腦神經
두개측정학,craniometry,頭骨計測
두개,cranium,頭がい[蓋]
크레아틴,creatine,クレアチン
크레아틴인산,creatine phosphate,クレアチンリン酸
창조적진화,creative evolution,創造的進化
포복운동,creeping movement,ほふく運動
갈고리돌기,cremaster,精巢擧筋/懸垂體
정소거근,cremaster muscle,精巢擧筋
현수과(懸瘦果),cremocarp,雙懸果
무딘톱니꼴,crenate,円きょ@鋸@齒狀--形
여명행성(黎明行性),crepuscular,薄明性 -- 形
초승달,crescent,⑴ 脊髓半月 ⑵ 半月體 ⑶ クレッセント
신월형,crescent-shaped,三日月形--形
관모(冠帽),crest,隆 線
백악기,Cretaceous,白亞紀
사상기관,cribriform organ,くし狀器官
사상판,cribriform plate,くし狀板
윤상연골,cricoid cartilage,輪狀軟骨
오그라든,crispate,ちぢれた--形
임계암기,critical dark period,限界暗期
임계 기관,critical organ,決定器官
"소낭( 囊), 작물",crop,素 囊
작물생장율,crop growth rate,現存量成長速度
횡맥,cross vein,構 脈
격벽(隔壁),cross wall,橫斷壁
밀집,crowding,密 集
십자형화관,cruciate corolla,十字形花冠
십자상이차분지,cruciate dichotomy,十字形狀二又分枝
십자화,cruciate flower,十字花
십자형,cruciform,十字形--形
조밀도,crude density,粗密度
각상,crustose,かさぶた狀--形
