한글,영어,일어
상관분석,correlation analysis,
파형판,corrugated sheet,
비용,cost,
원가 회계,cost accounting,
원가배분,cost allocation,
비용 분석,cost analysis,
비용 혜택 분석,cost benefit analysis,
비용 센터,cost center,
원가 관리,cost control,
원가통제,cost control,
원가 관리,cost control,
원가통제,cost control,
비용 데이터,cost data,
원가 부문,cost department,
비용효과 분석,cost effectiveness analysis,
원가 요소,cost elements,
원가 공학,cost engineering,
원가 중심점,cost enter,
원가추정,cost estimation,
원가 관리,cost management,
자본비용,cost of capital,
변경 비용,cost of change,
비용 일정계획,cost scheduling,
비용 구배,cost slope,
코스트 슬로프,cost slope,
비용 구배,cost slope,
코스트 슬로프,cost slope,
비용가치,cost value,
원가 차액,cost variance,
비용 혜택 분석,cost-benefit analysis,
비용 표,cost-table,
CVP분석,cost-volume-profit analysis,
비용-양-이익 분석,cost-volume-profit analysis,
CVP분석,cost-volume-profit analysis,
비용-양-이익 분석,cost-volume-profit analysis,
카운셀링,counseling,
계수기,counter,
이의,counter objection,
계수과정,counting process,
축이음,coupling,
연결식,coupling equations,
공분산,covariance,
공분산 행렬,covariance matrix,
CPM,CPM,
CPS,CPS,
중앙처리장치,CPU,
특급비용,crash cost,
특급 시간,crash time,
크레이터 마모,crater wear,
기준,Criterion,
치명 결점,critical defect,
문제 의식,critical mind,
주 경로,critical path,
CPM,Critical Path Method,
주 경로법,Critical Path Method,
CPM,Critical Path Method,
주 경로법,Critical Path Method,
주공정시간,critical path time,
기각 점,critical point,
기각률,critical ratio,
기각역,critical region,
횡단열자료,cross section data,
가로이송대,cross slide,
CRT,CRT,
CSG,CSG,
질화붕소 공구,cubic boron nitride,
암시신호,cue,
누적,cumulative,
누적손상,cumulative damage,
누적분포함수,cumulative distribution function,
누적 고장률함수,cumulative failure rate function,
누적도수,cumulative frequency,
누적도수곡선,cumulative frequency curve,
누적도수 분포곡선,cumulative frequency distribution curve,
누적 위험률함수,cumulative hazard function,
누적 평균,cumulative mean,
누적 합 관리도,cumulative sum chart,
누적근골장애,cumulative trauma disorders,
컬링,curling,
유동 자산,current assets,
유동비율,current plate,
유동 비율,current ratio,
차원의 저주,curse of dimensionality,
단축검사,curtailed inspection,
곡선 추정,curve fitting,
곡선회귀,curvilinear regression,
누적합 관리도,CUSUM chart,
절단,cut,
절단용량,cut capacity,
절단 집합,cut set,
절단벡터,cut vector,
기준 수익률,cutoff rate of return,
공구보정,cutter compensation,
CC 데이터,Cutter Contact data,
공구길이 보정,cutter length compensation,
CL 데이터,Cutter Location data,
공구 경로,cutter path,
공구위치보정,cutter position compensation,
공구반경 보정,cutter radius compensation,
절삭,cutting,
절삭날,cutting edge,
절삭날각,cutting edge angle,
절삭날 각,cutting edges angle,
절단 바이트,cutting off tool,
절삭유,cutting oil,
절단평면,cutting plane,
절삭 평면법,cutting plane method,
절삭력,cutting power,
절삭속도,cutting speed,
절삭물,cutting stock,
절삭온도,cutting temperature,
절삭공구,cutting tool,
절단작업,cutting-off,
사이버네틱 모델,cybernetic models,
사이버네틱스,cybernetics,
사이클 빌링 시스템,cycle billing system,
사이클 그래프 분석,cycle graph analysis,
주기 시간,cycle time,
주기시간 여유,cycle time allowance,
순환법,cycle timing,
사이클 그래프,cyclegraph,
규칙적 요소작업,cyclic element,
순환 대기행렬,cyclic queues,
순환변동,cyclical fluctuation,
순환,cycling,
원통좌표 로봇,cylindrical coordinate robot,
원통좌표로보트,cylindrical coordinate robot,
원통좌표 로봇,cylindrical coordinate robot,
원통좌표로보트,cylindrical coordinate robot,
원통도,cylindricity,
디지털 변환기,D converter,
손상,damage,
감쇠 진동,damped vibration,
완충,damping,
감쇠,damping,
완충,damping,
감쇠,damping,
암순응,dark adaptation,
직접 접근저장장치,DASD,
데이터 베이스,data base,
데이터베이스 관리자,data base administrator,
데이터 베이스 관리 시스템,data base management system,
데이터베이스 관리 시스템,data base management systems,
데이터 통신,data communication,
데이터 통신 시스템,data communication system,
자료사전,data dictionary,
데이터 흐름도,data flow diagram,
자료흐름도,data flow diagram,
데이터 흐름도,data flow diagram,
자료흐름도,data flow diagram,
데이터 무결성,data integrity,
데이터 관리,data management,
자료모형,data model,
자료 처리,data processing,
데이터 전송,data transmission,
데이텀,datum,
밤낮의 소음 수준,day-night level,
데이터베이스 관리자,DBA,
데이터베이스 관리 시스템,DBMS,
DCLASS 분류방법,DCLASS system,
직접 디지털 제어,DDC,
수입불량률,dead-on-arrival rate,
난청,deafness,
무담보사채,debenture bond,
부채비율,debt ratio,
디버깅,debugging,
탈탄,decarbonize,
분산 자료 처리,decentralized data processing,
분권 조직,decentralized organization,
데시벨,decibel,
십진단위 분,decimal minute,
십진단위 분시계,decimal minute split watch,
십진단위 시시계,decimal-hour stopwatch,
십진단위 분시계,decimal-minute stopwatch,
의사 결정분석,decision analysis,
의사결정 흐름도,decision flow diagram,
의사결정체계,decision making system,
의사 결정,decision masking,
의사 결정 지원 시스템,decision support system,
의사 결정표,decision table,
의사결정 이론,decision theory,
의사결정 나무,decision tree,
의사결정 나무법,decision trees method,
확실성하의 의사결정,decision under certainty,
위험하의 의사결정,decision under risk,
불확실성하의 의사결정,decision under uncertainty,
정률법,declining balance method,
정률법,declining-balance method,
코드 해석,decode,
분해법,decomposition method,
분해원리,decomposition principle,
감압증,decompression sickness,
의장설계,decorative design,
감소 고장률,decreasing failure rate,
감소 고장률 평균,decreasing failure rate average,
감분 원가,decremental cost,
전용 저장,dedicated storage,
연역법,deductive approach,
디폴트지정,default setting,
디폴트 지정,default settings,
결점,defect,
결점 분석,defect analysis,
결점 등급,defect class,
불량품,defective,
불량해석도,defective factors diagram,
불량품,defective unit,
현장비,defender,
거치배당금,deferred dividend,
거치보험,deferred insurance,
거치주식,deferred stock,
기능 정의,definition function,
디플레이션,deflation,
편향,deflection,
퇴화해,degenerate solution,
열화 고장,degradation failure,
자유도,degree of freedom,
로봇 자유도,degrees of freedom for robots,
지연,delay,
지연 여유,delay allowance,
권한 이양,delegation of authority,
출하 검사,delivery inspection,
델파이법,Delphi method,
수요 예측,demand forecast,
결정 등급,demerit,
데밍 분임조,Deming circle,
데밍 사이클,Deming cycle,
데밍상,Deming Prize,
데밍 플랜,Deming's sampling plan,
실증 시험,demonstration test,
의존도,dependability,
종속대안,dependent alternative,
종속수요,dependent demand,
종속적 작업,dependent jobs,
종속변수,dependent variable,
소모 상각,depletion,
예금계정,deposit account,
감가자산,depreciable asset,
감가상각,depreciation,
감가상각 기준가,depreciation base,
작업시간 비례법에 의한 감가상각,depreciation by service unit of working hours,
절삭 깊이,depth of cut,
깊이 우선탐색,depth-first search,
디레이팅,derating,
부담 경감,derating,
디레이팅,derating,
부담 경감,derating,
미분 제어,derivative control,
데를린,Derlin,
데릭,derrick,
데카르트의 부호법칙,Descartes' rules of signs,
서술적 형상모형,descriptive geometric model,
기술통계학,descriptive statistics,
설계적 접근방법,design approach,
설계 능력,design capacity,
실험계획법,design of experiment,
설계 모수,design parameter,
설계 심사,design review,
설계검토,design review,
설계 심사,design review,
설계검토,design review,
설계기준,design standard,
설계기준,design standards,
전자출판,desk top publishing,
전자출판,desktop publishing,
파괴 검사,destructive inspection,
파괴검사,destructive testing,
노후화,deterioration,
확정적 분포,deterministic distribution,
확정적 모형,deterministic model,
확정적 시스템,deterministic system,
전개가능곡면,developable surface,
개발,development,
편차,deviation,
감소고장률,DFR,
예측,diagnosis,
진단,diagnosis,
예측,diagnosis,
진단,diagnosis,
진단체계,diagnostic system,
다이얼 게이지,dial gauge,
다이얼 인디케이터,dial indicator,
다이,die,
다이 캐스팅,die casting,
다이 캐스팅,die-casting,
다이스,dies,
식단문제,diet problem,
차분방정식,difference equation,
차액원가,differential cost,
미분방정식,differential equation,
차별성과급제도,differential piece rate system,
차별화전략,differentiation strategy,
경기 동향 지수,diffusion index,
디퓨전 인덱스,diffusion index,
경기 동향 지수,diffusion index,
디퓨전 인덱스,diffusion index,
디지털,digital,
디지털 컴퓨터,digital computer,
디지타이제이션,digitization,
디지털화,digitize,
디지타이저,digitizer,
딕스트라법,Dijkstra's method,
DMIS,Dimensional Measuring Interface Specification,
치수 공차,dimensional tolerance,
다이오드,diode,
직접 접근 파일,direct access file,
직접 접근 저장,direct access storage,
직접 접근 기억 장치,direct access storage advice,
직접 접근 저장 장치,direct access storage device,
직접 명령,direct command,
"직접비, 직접비용",direct cost,
직접비용 회계,direct cost accounting,
"직접비 계산, 직접비용계산",direct costing,
직류 모터,direct current motor,
직류 서보 모터,direct current servo motor,
직접 디지털 제어,direct digital control,
직접 구동,direct drive,
직접 경비,direct expense,
직접금융,direct financing,
직접 운반,direct handling,
"직접노무, 직접노동",direct labor,
직접 재료,direct material,
직접상각법,direct method of depreciation,
직접 수치 제어,direct numerical control,
